Vendor ID,total_defect_qty,total_downtime_minutes,total_defect_reports,Vendor,downtime_risk_score,defect_qty_risk_score,report_frequency_risk_score,supplier_risk_score,risk_level,recommendation
303,350461,0,22,Conehotice,0.0,8.787445768154614,2.9619181946403383,3.82,Low Risk,Maintain regular monitoring.
105,21818,1998,17,Funlax,7.630322703838075,0.5470637011524745,2.2566995768688294,3.81,Low Risk,Maintain regular monitoring.
22,296283,415,15,hottaxon,1.5848768378842848,7.428988659297763,1.9746121297602257,3.73,Low Risk,Maintain regular monitoring.
175,328103,0,16,Faseron,0.0,8.226842127565787,2.1156558533145273,3.41,Low Risk,Maintain regular monitoring.
59,220773,382,23,Zuntexon,1.4588504869199925,5.5356537947811555,3.1029619181946404,3.3,Low Risk,Maintain regular monitoring.
8,220122,45,35,Howtaxon,0.171854114951308,5.519330645571776,4.795486600846263,3.2,Low Risk,Maintain regular monitoring.
116,331681,0,9,Zummatexon,0.0,8.316556763312581,1.1283497884344147,3.19,Low Risk,Maintain regular monitoring.
129,242795,0,28,Scotcan,0.0,6.087832584165141,3.80818053596615,3.08,Low Risk,Maintain regular monitoring.
132,266507,0,20,Zotcare,0.0,6.682386369192525,2.6798307475317347,3.01,Low Risk,Maintain regular monitoring.
95,225447,0,29,Rancan,0.0,5.652849492791361,3.9492242595204514,2.97,Low Risk,Maintain regular monitoring.
80,245525,0,22,roundphase,0.0,6.156284500204478,2.9619181946403383,2.9,Low Risk,Maintain regular monitoring.
29,166104,576,17,Lazap,2.1997326713767427,4.164885370621993,2.2566995768688294,2.9,Low Risk,Maintain regular monitoring.
99,184125,56,34,Condintex,0.2138628986060722,4.616743238367374,4.65444287729196,2.87,Low Risk,Maintain regular monitoring.
296,284800,0,10,Canex,0.0,7.141064354579922,1.2693935119887165,2.82,Low Risk,Maintain regular monitoring.
77,212941,0,28,nimlab,0.0,5.339274525030207,3.80818053596615,2.82,Low Risk,Maintain regular monitoring.
6,11470,1280,22,Silverfase,4.88829482528165,0.28759834321289224,2.9619181946403383,2.8,Low Risk,Maintain regular monitoring.
150,8596,1065,31,D-zohex,4.067214053847622,0.2155357766571946,4.231311706629055,2.76,Low Risk,Maintain regular monitoring.
69,74289,10,57,Zoodrill,0.03818980332251289,1.8627195570133,7.898448519040903,2.64,Low Risk,Maintain regular monitoring.
64,231220,230,8,Tamholding,0.8783654764177964,5.797601474950736,0.9873060648801129,2.63,Low Risk,Maintain regular monitoring.
270,258980,0,6,Streetlam,0.0,6.493654657826925,0.7052186177715092,2.45,Low Risk,Maintain regular monitoring.
45,163711,310,12,Xx-dotone,1.1838839029978996,4.104883379749416,1.5514809590973202,2.3,Low Risk,Maintain regular monitoring.
5,72783,720,16,Viatom,2.749665839220928,1.8249581703630284,2.1156558533145273,2.27,Low Risk,Maintain regular monitoring.
155,132160,0,27,Fasetech,0.0,3.3137748072376496,3.6671368124118473,2.08,Low Risk,Maintain regular monitoring.
171,178125,0,10,Ozeris,0.0,4.466299466852348,1.2693935119887165,1.88,Low Risk,Maintain regular monitoring.
300,26830,999,3,citydexon,3.8151613519190377,0.67273439829136,0.2820874471086037,1.83,Low Risk,Maintain regular monitoring.
243,204781,0,1,hotity,0.0,5.134670995769771,0.0,1.8,Low Risk,Maintain regular monitoring.
85,145306,0,15,Newzap,0.0,3.643397110627072,1.9746121297602257,1.77,Low Risk,Maintain regular monitoring.
26,19833,0,43,zotit,0.0,0.49729188674291996,5.923836389280677,1.66,Low Risk,Maintain regular monitoring.
83,108893,0,21,Dontam,0.0,2.7303789352642958,2.8208744710860367,1.66,Low Risk,Maintain regular monitoring.
108,73888,40,27,bluecorporation,0.15275921329005157,1.8526648982837124,3.6671368124118473,1.63,Low Risk,Maintain regular monitoring.
164,160200,0,4,Y-flex,0.0,4.016848699451206,0.4231311706629055,1.51,Low Risk,Maintain regular monitoring.
12,24828,380,18,Indi-dox,1.4512125262554898,0.6225363265291795,2.3977433004231314,1.4,Low Risk,Maintain regular monitoring.
46,48531,322,14,Tamcan,1.229711666984915,1.2168644458992914,1.8335684062059237,1.38,Low Risk,Maintain regular monitoring.
25,7874,0,38,Villacom,0.0,0.19743237615155304,5.218617771509168,1.37,Low Risk,Maintain regular monitoring.
172,135440,0,5,Singlejob,0.0,3.3960174023325305,0.5641748942172073,1.33,Low Risk,Maintain regular monitoring.
24,57299,33,19,K-is,0.12602635096429252,1.4367129440065833,2.538787023977433,1.19,Low Risk,Maintain regular monitoring.
92,39354,102,20,Vaiazoom,0.38953599388963145,0.9867606973670584,2.6798307475317347,1.17,Low Risk,Maintain regular monitoring.
68,119047,0,3,Unoex,0.0,2.984979944591559,0.2820874471086037,1.12,Low Risk,Maintain regular monitoring.
239,128160,0,1,Scotlex,0.0,3.2134789595609647,0.0,1.12,Low Risk,Maintain regular monitoring.
323,122723,0,2,Goldentechi,0.0,3.077151828606432,0.14104372355430184,1.11,Low Risk,Maintain regular monitoring.
279,102640,0,6,Truebam,0.0,2.573591451383719,0.7052186177715092,1.08,Low Risk,Maintain regular monitoring.
145,108527,0,4,Laex,0.0,2.7212018652018792,0.4231311706629055,1.06,Low Risk,Maintain regular monitoring.
264,103158,0,5,Donelectrics,0.0,2.58657976365785,0.5641748942172073,1.05,Low Risk,Maintain regular monitoring.
160,46271,0,19,Treedrill,0.0,1.1601972919619647,2.538787023977433,1.04,Low Risk,Maintain regular monitoring.
305,96120,0,6,Blue-tech,0.0,2.4101092196707237,0.7052186177715092,1.02,Low Risk,Maintain regular monitoring.
98,30950,95,18,Strongcane,0.36280313156387245,0.7760391213983447,2.3977433004231314,1.02,Low Risk,Maintain regular monitoring.
63,47710,200,9,Mathing,0.7637960664502578,1.196278723163652,1.1283497884344147,1.01,Low Risk,Maintain regular monitoring.
31,88666,0,7,Dingity,0.0,2.2232079075252225,0.846262341325811,0.99,Low Risk,Maintain regular monitoring.
101,7526,0,27,Itdom,0.0,0.18870663740368152,3.6671368124118473,0.98,Low Risk,Maintain regular monitoring.
111,70691,0,9,Trueplus,0.0,1.7725034420281223,1.1283497884344147,0.9,Low Risk,Maintain regular monitoring.
234,35600,360,1,white-high,1.374832919610464,0.8926330443224902,0.0,0.86,Low Risk,Maintain regular monitoring.
93,52421,50,10,Vaiataxon,0.19094901661256444,1.3144021577648668,1.2693935119887165,0.85,Low Risk,Maintain regular monitoring.
231,25540,120,13,Zunhouse,0.4582776398701547,0.6403889874156293,1.692524682651622,0.83,Low Risk,Maintain regular monitoring.
163,8075,0,22,Ronvivalam,0.0,0.20247224249730641,2.9619181946403383,0.81,Low Risk,Maintain regular monitoring.
33,77982,0,4,Duodax,0.0,1.955317698380799,0.4231311706629055,0.79,Low Risk,Maintain regular monitoring.
117,40427,0,13,Aptaxon,0.0,1.013665058506329,1.692524682651622,0.78,Low Risk,Maintain regular monitoring.
242,0,480,2,Latgotrax,1.8331105594806187,0.0,0.14104372355430184,0.77,Low Risk,Maintain regular monitoring.
191,71744,0,5,unaity,0.0,1.7989063239290095,0.5641748942172073,0.77,Low Risk,Maintain regular monitoring.
265,80990,10,1,Icedox,0.03818980332251289,2.030740175833665,0.0,0.73,Low Risk,Maintain regular monitoring.
320,13083,375,1,Donware,1.4321176245942333,0.32804264378851516,0.0,0.69,Low Risk,Maintain regular monitoring.
60,6354,109,14,Howplanet,0.41626885621539045,0.159319954034413,1.8335684062059237,0.68,Low Risk,Maintain regular monitoring.
110,2775,360,4,Ranmedia,1.374832919610464,0.06958024432569973,0.4231311706629055,0.68,Low Risk,Maintain regular monitoring.
156,3574,0,19,Flexplex,0.0,0.08961433989911742,2.538787023977433,0.67,Low Risk,Maintain regular monitoring.
102,1868,0,19,Zamholdings,0.0,0.046838160865011566,2.538787023977433,0.65,Low Risk,Maintain regular monitoring.
100,37746,0,10,Xx-canex,0.0,0.9464417666010314,1.2693935119887165,0.65,Low Risk,Maintain regular monitoring.
142,2048,390,2,Lexiplus,1.4894023295780026,0.05135147401046236,0.14104372355430184,0.65,Low Risk,Maintain regular monitoring.
3,36658,0,10,bamity,0.0,0.9191612960329733,1.2693935119887165,0.64,Low Risk,Maintain regular monitoring.
143,19416,0,14,Plusity,0.0,0.4868360446226256,1.8335684062059237,0.63,Low Risk,Maintain regular monitoring.
178,42720,0,8,planetron,0.0,1.0711596531869882,0.9873060648801129,0.62,Low Risk,Maintain regular monitoring.
148,64080,0,2,Zapline,0.0,1.6067394797804824,0.14104372355430184,0.6,Low Risk,Maintain regular monitoring.
74,36825,68,6,Kincorporation,0.25969066259308765,0.9233486476734748,0.7052186177715092,0.6,Low Risk,Maintain regular monitoring.
136,44467,0,7,Donglax,0.0,1.1149638646597801,0.846262341325811,0.6,Low Risk,Maintain regular monitoring.
15,66847,0,1,Conzumzap,0.0,1.6761191324108287,0.0,0.59,Low Risk,Maintain regular monitoring.
174,2899,300,4,Faxron,1.1456940996753868,0.07268941560367695,0.4231311706629055,0.59,Low Risk,Maintain regular monitoring.
236,47462,0,6,Dingcan,0.0,1.1900603806076975,0.7052186177715092,0.59,Low Risk,Maintain regular monitoring.
127,48238,0,4,Trustcorporation,0.0,1.2095177750569743,0.4231311706629055,0.53,Low Risk,Maintain regular monitoring.
97,47011,0,4,Gravetech,0.0,1.1787520237821514,0.4231311706629055,0.52,Low Risk,Maintain regular monitoring.
124,38238,0,6,Constreet,0.0,0.9587781558652636,0.7052186177715092,0.51,Low Risk,Maintain regular monitoring.
184,20963,0,10,zummatax,0.0,0.5256254637115833,1.2693935119887165,0.5,Low Risk,Maintain regular monitoring.
269,40940,0,4,Ganzlane,0.0,1.0265280009708637,0.4231311706629055,0.47,Low Risk,Maintain regular monitoring.
204,31632,30,5,Ganzsannix,0.11456940996753867,0.7931395634272195,0.5641748942172073,0.46,Low Risk,Maintain regular monitoring.
86,23062,60,5,mathtouch,0.22913881993507734,0.5782557097799232,0.5641748942172073,0.44,Low Risk,Maintain regular monitoring.
263,43165,0,2,Joygreen,0.0,1.0823175662410196,0.14104372355430184,0.41,Low Risk,Maintain regular monitoring.
165,35200,0,4,Faxotfind,0.0,0.8826034595548218,0.4231311706629055,0.41,Low Risk,Maintain regular monitoring.
157,30262,0,5,Bluezoombam,0.0,0.758788235597955,0.5641748942172073,0.41,Low Risk,Maintain regular monitoring.
317,30260,45,3,Gogokeying,0.171854114951308,0.7587380876741167,0.2820874471086037,0.4,Low Risk,Maintain regular monitoring.
28,110,120,7,Stimmedia,0.4582776398701547,0.0027581358111088182,0.846262341325811,0.4,Low Risk,Maintain regular monitoring.
39,45390,0,1,Technoline,0.0,1.138107131511175,0.0,0.4,Low Risk,Maintain regular monitoring.
254,39881,0,2,Sonzamace,0.0,0.9999746752984616,0.14104372355430184,0.39,Low Risk,Maintain regular monitoring.
309,44589,0,1,Coneranron,0.0,1.1180228880139191,0.0,0.39,Low Risk,Maintain regular monitoring.
130,466,0,12,Duoflex,0.0,0.01168446625433372,1.5514809590973202,0.39,Low Risk,Maintain regular monitoring.
220,35600,0,3,D-quadlux,0.0,0.8926330443224902,0.2820874471086037,0.38,Low Risk,Maintain regular monitoring.
141,2160,0,11,Ronplanet,0.0,0.054159757745409515,1.4104372355430184,0.37,Low Risk,Maintain regular monitoring.
139,6048,0,10,Conelane,0.0,0.15164732168714667,1.2693935119887165,0.37,Low Risk,Maintain regular monitoring.
232,41795,0,1,Inchholdings,0.0,1.0479662384117552,0.0,0.37,Low Risk,Maintain regular monitoring.
228,40958,0,1,Faseelectronics,0.0,1.0269793322854088,0.0,0.36,Low Risk,Maintain regular monitoring.
44,29370,0,4,Strongdax,0.0,0.7364222615660544,0.4231311706629055,0.36,Low Risk,Maintain regular monitoring.
185,4628,180,2,Saokeycane,0.687416459805232,0.11604229576192374,0.14104372355430184,0.35,Low Risk,Maintain regular monitoring.
252,39160,0,1,Freebam,0.0,0.9818963487547393,0.0,0.34,Low Risk,Maintain regular monitoring.
114,573,0,10,Medialax,0.0,0.014367380179685025,1.2693935119887165,0.32,Low Risk,Maintain regular monitoring.
88,643,0,10,Dongbiolex,0.0,0.016122557514027,1.2693935119887165,0.32,Low Risk,Maintain regular monitoring.
66,31158,0,2,Goldenbam,0.0,0.7812545054775324,0.14104372355430184,0.31,Low Risk,Maintain regular monitoring.
187,35600,0,1,Inzone,0.0,0.8926330443224902,0.0,0.31,Low Risk,Maintain regular monitoring.
203,22250,0,4,Zerhouse,0.0,0.5578956527015564,0.4231311706629055,0.3,Low Risk,Maintain regular monitoring.
328,34390,0,1,Latcore,0.0,0.8622935504002933,0.0,0.3,Low Risk,Maintain regular monitoring.
30,29815,0,2,Baselux,0.0,0.7475801746200856,0.14104372355430184,0.3,Low Risk,Maintain regular monitoring.
81,14199,0,6,Faseway,0.0,0.3560251852903101,0.7052186177715092,0.3,Low Risk,Maintain regular monitoring.
137,402,0,9,Jaylane,0.0,0.010079732691506771,1.1283497884344147,0.29,Low Risk,Maintain regular monitoring.
262,2519,130,3,Saltfan,0.49646744319266756,0.06316131007439194,0.2820874471086037,0.29,Low Risk,Maintain regular monitoring.
173,7674,0,7,Y-zoom,0.0,0.19241758376771884,0.846262341325811,0.28,Low Risk,Maintain regular monitoring.
268,20757,15,3,Donremlane,0.057284704983769336,0.520460227556234,0.2820874471086037,0.28,Low Risk,Maintain regular monitoring.
76,26380,30,1,Plusla,0.11456940996753867,0.6614511154277329,0.0,0.28,Low Risk,Maintain regular monitoring.
51,13217,60,3,Saohow,0.22913881993507734,0.3314025546856841,0.2820874471086037,0.28,Low Risk,Maintain regular monitoring.
169,19510,0,4,Opehouse,0.0,0.48919299704302766,0.4231311706629055,0.28,Low Risk,Maintain regular monitoring.
90,206,20,8,geofind,0.07637960664502579,0.005165236155349241,0.9873060648801129,0.28,Low Risk,Maintain regular monitoring.
167,392,0,8,Hexunobam,0.0,0.009828993072315061,0.9873060648801129,0.25,Low Risk,Maintain regular monitoring.
273,27929,0,1,dan-high,0.0,0.7002906824405289,0.0,0.25,Low Risk,Maintain regular monitoring.
229,4842,60,4,Solozap,0.22913881993507734,0.12140812361262635,0.4231311706629055,0.24,Low Risk,Maintain regular monitoring.
103,14952,0,4,Duo-fase,0.0,0.37490587861544594,0.4231311706629055,0.24,Low Risk,Maintain regular monitoring.
154,1885,0,7,Goodquoing,0.0,0.04726441821763748,0.846262341325811,0.23,Low Risk,Maintain regular monitoring.
82,13067,0,4,Tripplekix,0.0,0.3276414603978084,0.4231311706629055,0.22,Low Risk,Maintain regular monitoring.
246,176,50,5,Technodax,0.19094901661256444,0.004413017297774109,0.5641748942172073,0.22,Low Risk,Maintain regular monitoring.
123,9436,0,5,K-antex,0.0,0.23659790466929825,0.5641748942172073,0.22,Low Risk,Maintain regular monitoring.
225,1317,0,7,Tripple-fax,0.0,0.033022407847548306,0.846262341325811,0.22,Low Risk,Maintain regular monitoring.
140,0,0,7,Matsanice,0.0,0.0,0.846262341325811,0.21,Low Risk,Maintain regular monitoring.
128,1621,80,3,Zimjiit,0.30551842658010314,0.04064489227097631,0.2820874471086037,0.21,Low Risk,Maintain regular monitoring.
233,15575,19,2,Runhigh,0.07256062631277449,0.39052695689108946,0.14104372355430184,0.2,Low Risk,Maintain regular monitoring.
289,628,104,2,una-phase,0.39717395455413407,0.015746448085239433,0.14104372355430184,0.2,Low Risk,Maintain regular monitoring.
170,1846,0,6,Carekix,0.0,0.0462865337027898,0.7052186177715092,0.19,Low Risk,Maintain regular monitoring.
213,410,120,1,conestreet,0.4582776398701547,0.01028032438686014,0.0,0.19,Low Risk,Maintain regular monitoring.
179,18125,0,2,Stimcore,0.0,0.4544655597849757,0.14104372355430184,0.19,Low Risk,Maintain regular monitoring.
195,1921,0,6,Ontohatron,0.0,0.04816708084672763,0.7052186177715092,0.19,Low Risk,Maintain regular monitoring.
189,17400,0,2,Fixace,0.0,0.4362869373935767,0.14104372355430184,0.19,Low Risk,Maintain regular monitoring.
199,20993,0,1,Mediaware,0.0,0.5263776825691584,0.0,0.18,Low Risk,Maintain regular monitoring.
166,27,0,6,Warelane,0.0,0.000676996971817619,0.7052186177715092,0.18,Low Risk,Maintain regular monitoring.
181,4116,0,5,techmedia,0.0,0.10320442725930816,0.5641748942172073,0.18,Low Risk,Maintain regular monitoring.
190,19737,0,1,tres-tone,0.0,0.49488478639867955,0.0,0.17,Low Risk,Maintain regular monitoring.
120,3084,0,5,Donplanet,0.0,0.07732809855872359,0.5641748942172073,0.17,Low Risk,Maintain regular monitoring.
176,11773,0,3,Lamlab,0.0,0.29519575367440104,0.2820874471086037,0.17,Low Risk,Maintain regular monitoring.
218,9891,0,3,Citytone,0.0,0.2480065573425211,0.2820874471086037,0.16,Low Risk,Maintain regular monitoring.
217,6257,0,4,Alphadax,0.0,0.15688777972825343,0.4231311706629055,0.16,Low Risk,Maintain regular monitoring.
151,5874,0,4,Joyancom,0.0,0.14728445231321088,0.4231311706629055,0.16,Low Risk,Maintain regular monitoring.
314,0,105,1,Finlux,0.4009929348863853,0.0,0.0,0.16,Low Risk,Maintain regular monitoring.
125,8544,0,3,Quotefix,0.0,0.21423193063739768,0.2820874471086037,0.15,Low Risk,Maintain regular monitoring.
126,940,0,5,Dripvivadex,0.0,0.02356952420402081,0.5641748942172073,0.15,Low Risk,Maintain regular monitoring.
149,187,0,5,Tamtexon,0.0,0.0046888308788849906,0.5641748942172073,0.14,Low Risk,Maintain regular monitoring.
91,6284,0,3,Iceelectrics,0.0,0.15756477670007102,0.2820874471086037,0.13,Low Risk,Maintain regular monitoring.
78,2594,0,4,tamplex,0.0,0.06504185721832977,0.4231311706629055,0.13,Low Risk,Maintain regular monitoring.
87,14418,0,1,Zimity,0.0,0.36151638295060856,0.0,0.13,Low Risk,Maintain regular monitoring.
224,3115,0,4,Zoomhex,0.0,0.0781053913782179,0.4231311706629055,0.13,Low Risk,Maintain regular monitoring.
146,5340,0,3,Tantax,0.0,0.13389495664837353,0.2820874471086037,0.12,Low Risk,Maintain regular monitoring.
247,1653,0,4,re-can,0.0,0.04144725905238979,0.4231311706629055,0.12,Low Risk,Maintain regular monitoring.
271,9542,0,2,Tonsanhigh,0.0,0.23925574463273042,0.14104372355430184,0.12,Low Risk,Maintain regular monitoring.
109,365,0,4,Fin-cone,0.0,0.009151996100497443,0.4231311706629055,0.11,Low Risk,Maintain regular monitoring.
177,0,0,4,Geoit,0.0,0.0,0.4231311706629055,0.11,Low Risk,Maintain regular monitoring.
115,27,0,4,Ronlamice,0.0,0.000676996971817619,0.4231311706629055,0.11,Low Risk,Maintain regular monitoring.
162,204,0,4,Dingquokix,0.0,0.005115088231510899,0.4231311706629055,0.11,Low Risk,Maintain regular monitoring.
71,12301,0,1,Anmedia,0.0,0.3084348055677234,0.0,0.11,Low Risk,Maintain regular monitoring.
121,36,40,2,Whitekix,0.15275921329005157,0.0009026626290901587,0.14104372355430184,0.1,Low Risk,Maintain regular monitoring.
168,3459,0,3,Quadplanet,0.0,0.08673083427841274,0.2820874471086037,0.1,Low Risk,Maintain regular monitoring.
135,3338,0,3,apzone,0.0,0.08369688488619305,0.2820874471086037,0.1,Low Risk,Maintain regular monitoring.
196,788,63,1,Indibase,0.24059576093183122,0.01975828199230681,0.0,0.1,Low Risk,Maintain regular monitoring.
306,7476,0,2,Unahigh,0.0,0.18745293930772297,0.14104372355430184,0.1,Low Risk,Maintain regular monitoring.
192,5732,0,2,Scotline,0.0,0.1437239497206886,0.14104372355430184,0.09,Low Risk,Maintain regular monitoring.
221,735,30,2,Funlatlex,0.11456940996753867,0.01842936201059074,0.14104372355430184,0.09,Low Risk,Maintain regular monitoring.
131,526,0,3,Canetechnology,0.0,0.013188903969483986,0.2820874471086037,0.08,Low Risk,Maintain regular monitoring.
215,4806,0,2,Rankphase,0.0,0.12050546098353618,0.14104372355430184,0.08,Low Risk,Maintain regular monitoring.
240,8811,0,1,Good-find,0.0,0.22092667846981634,0.0,0.08,Low Risk,Maintain regular monitoring.
299,0,0,3,Vivazim,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
112,0,0,3,Templax,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
113,129,0,3,roundphase,0.0,0.0032345410875730687,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
291,8010,0,1,Roundlam,0.0,0.2008424349725603,0.0,0.07,Low Risk,Maintain regular monitoring.
321,0,0,3,Linetone,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
284,0,0,3,Dingfax,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
312,0,0,3,Zathlane,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
158,3560,0,2,Cityis,0.0,0.08926330443224902,0.14104372355430184,0.07,Low Risk,Maintain regular monitoring.
194,8075,0,1,doubleis,0.0,0.20247224249730641,0.0,0.07,Low Risk,Maintain regular monitoring.
186,4326,0,2,Keystreet,0.0,0.10846995926233408,0.14104372355430184,0.07,Low Risk,Maintain regular monitoring.
144,0,0,3,Quotefix,0.0,0.0,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
205,438,0,3,Yearcorporation,0.0,0.010982395320596932,0.2820874471086037,0.07,Low Risk,Maintain regular monitoring.
235,6388,0,1,Fasezoomfix,0.0,0.16017246873966481,0.0,0.06,Low Risk,Maintain regular monitoring.
298,6408,0,1,Tempfan,0.0,0.16067394797804826,0.0,0.06,Low Risk,Maintain regular monitoring.
138,1780,0,2,Silverace,0.0,0.04463165221612451,0.14104372355430184,0.05,Low Risk,Maintain regular monitoring.
238,5924,0,1,hexzim,0.0,0.14853815040916943,0.0,0.05,Low Risk,Maintain regular monitoring.
201,1538,0,2,Canecare,0.0,0.03856375343168511,0.14104372355430184,0.05,Low Risk,Maintain regular monitoring.
